 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 321  | Hypno              |  0.02049% | 101    |  0.020% | 45     |  0.019% | 
 | 322  | Sandaconda         |  0.02008% | 99     |  0.020% | 37     |  0.016% | 
 | 323  | Dugtrio            |  0.01968% | 97     |  0.020% | 37     |  0.016% | 
 | 324  | Qwilfish-Hisui     |  0.01968% | 97     |  0.020% | 38     |  0.016% | 
 | 325  | Scyther            |  0.01947% | 96     |  0.019% | 43     |  0.019% | 
 | 326  | Crabominable       |  0.01947% | 96     |  0.019% | 54     |  0.023% | 
 | 327  | Clawitzer          |  0.01947% | 96     |  0.019% | 44     |  0.019% | 
 | 328  | Polteageist        |  0.01947% | 96     |  0.019% | 25     |  0.011% | 
 | 329  | Magmortar          |  0.01927% | 95     |  0.019% | 47     |  0.020% | 
 | 330  | Copperajah         |  0.01907% | 94     |  0.019% | 37     |  0.016% | 
 | 331  | Chansey            |  0.01907% | 94     |  0.019% | 32     |  0.014% | 
 | 332  | Dipplin            |  0.01866% | 92     |  0.019% | 31     |  0.013% | 
 | 333  | Mandibuzz          |  0.01846% | 91     |  0.018% | 36     |  0.016% | 
 | 334  | Cramorant          |  0.01846% | 91     |  0.018% | 37     |  0.016% | 
 | 335  | Vileplume          |  0.01785% | 88     |  0.018% | 36     |  0.016% | 
 | 336  | Probopass          |  0.01724% | 85     |  0.017% | 45     |  0.019% | 
 | 337  | Bombirdier         |  0.01704% | 84     |  0.017% | 34     |  0.015% | 
 | 338  | Appletun           |  0.01684% | 83     |  0.017% | 28     |  0.012% | 
 | 339  | Victreebel         |  0.01684% | 83     |  0.017% | 35     |  0.015% | 
 | 340  | Oricorio-Pom-Pom   |  0.01582% | 78     |  0.016% | 35     |  0.015% | 
 | 341  | Tropius            |  0.01582% | 78     |  0.016% | 30     |  0.013% | 
 | 342  | Minior             |  0.01582% | 78     |  0.016% | 31     |  0.013% | 
 | 343  | Alomomola          |  0.01562% | 77     |  0.016% | 24     |  0.010% | 
 | 344  | Galvantula         |  0.01562% | 77     |  0.016% | 17     |  0.007% | 
 | 345  | Palossand          |  0.01562% | 77     |  0.016% | 21     |  0.009% | 
 | 346  | Raichu-Alola       |  0.01542% | 76     |  0.015% | 33     |  0.014% | 
 | 347  | Minun              |  0.01501% | 74     |  0.015% | 18     |  0.008% | 
 | 348  | Golem              |  0.01481% | 73     |  0.015% | 27     |  0.012% | 
 | 349  | Cacturne           |  0.01420% | 70     |  0.014% | 39     |  0.017% | 
 | 350  | Honchkrow          |  0.01400% | 69     |  0.014% | 31     |  0.013% | 
 | 351  | Ariados            |  0.01400% | 69     |  0.014% | 22     |  0.010% | 
 | 352  | Hitmonlee          |  0.01400% | 69     |  0.014% | 38     |  0.016% | 
 | 353  | Forretress         |  0.01400% | 69     |  0.014% | 16     |  0.007% | 
 | 354  | Primeape           |  0.01379% | 68     |  0.014% | 31     |  0.013% | 
 | 355  | Skuntank           |  0.01359% | 67     |  0.014% | 42     |  0.018% | 
 | 356  | Dodrio             |  0.01359% | 67     |  0.014% | 24     |  0.010% | 
 | 357  | Torracat           |  0.01318% | 65     |  0.013% | 35     |  0.015% | 
 | 358  | Gloom              |  0.01318% | 65     |  0.013% | 23     |  0.010% | 
 | 359  | Lumineon           |  0.01298% | 64     |  0.013% | 27     |  0.012% | 
 | 360  | Qwilfish           |  0.01278% | 63     |  0.013% | 42     |  0.018% | 
 | 361  | Persian-Alola      |  0.01258% | 62     |  0.013% | 24     |  0.010% | 
 | 362  | Ampharos           |  0.01237% | 61     |  0.012% | 28     |  0.012% | 
 | 363  | Greedent           |  0.01197% | 59     |  0.012% | 27     |  0.012% | 
 | 364  | Virizion           |  0.01176% | 58     |  0.012% | 26     |  0.011% | 
 | 365  | Masquerain         |  0.01156% | 57     |  0.012% | 25     |  0.011% | 
 | 366  | Morpeko            |  0.01156% | 57     |  0.012% | 28     |  0.012% | 
 | 367  | Golduck            |  0.01156% | 57     |  0.012% | 25     |  0.011% | 
 | 368  | Houndoom           |  0.01156% | 57     |  0.012% | 22     |  0.010% | 
 | 369  | Eiscue             |  0.01116% | 55     |  0.011% | 27     |  0.012% | 
 | 370  | Lycanroc-Midnight  |  0.01075% | 53     |  0.011% | 25     |  0.011% | 
 | 371  | Stantler           |  0.01075% | 53     |  0.011% | 20     |  0.009% | 
 | 372  | Zebstrika          |  0.01055% | 52     |  0.011% | 15     |  0.006% | 
 | 373  | Lechonk            |  0.01014% | 50     |  0.010% | 14     |  0.006% | 
 | 374  | Spidops            |  0.00974% | 48     |  0.010% | 12     |  0.005% | 
 | 375  | Tauros             |  0.00913% | 45     |  0.009% | 15     |  0.006% | 
 | 376  | Misdreavus         |  0.00913% | 45     |  0.009% | 15     |  0.006% | 
 | 377  | Oricorio-Sensu     |  0.00892% | 44     |  0.009% | 24     |  0.010% | 
 | 378  | Sneasel            |  0.00892% | 44     |  0.009% | 18     |  0.008% | 
 | 379  | Mesprit            |  0.00872% | 43     |  0.009% | 19     |  0.008% | 
 | 380  | Veluza             |  0.00852% | 42     |  0.009% | 13     |  0.006% | 
 | 381  | Passimian          |  0.00852% | 42     |  0.009% | 10     |  0.004% | 
 | 382  | Munchlax           |  0.00852% | 42     |  0.009% | 9      |  0.004% | 
 | 383  | Psyduck            |  0.00771% | 38     |  0.008% | 10     |  0.004% | 
 | 384  | Dedenne            |  0.00771% | 38     |  0.008% | 16     |  0.007% | 
 | 385  | Mightyena          |  0.00771% | 38     |  0.008% | 22     |  0.010% | 
 | 386  | Slowpoke           |  0.00750% | 37     |  0.008% | 15     |  0.006% | 
 | 387  | Braixen            |  0.00750% | 37     |  0.008% | 9      |  0.004% | 
 | 388  | Persian            |  0.00730% | 36     |  0.007% | 13     |  0.006% | 
 | 389  | Mabosstiff         |  0.00710% | 35     |  0.007% | 16     |  0.007% | 
 | 390  | Granbull           |  0.00690% | 34     |  0.007% | 14     |  0.006% | 
 | 391  | Flareon            |  0.00669% | 33     |  0.007% | 12     |  0.005% | 
 | 392  | Lokix              |  0.00669% | 33     |  0.007% | 15     |  0.006% | 
 | 393  | Wartortle          |  0.00649% | 32     |  0.006% | 14     |  0.006% | 
 | 394  | Dugtrio-Alola      |  0.00649% | 32     |  0.006% | 15     |  0.006% | 
 | 395  | Rotom-Mow          |  0.00629% | 31     |  0.006% | 11     |  0.005% | 
 | 396  | Plusle             |  0.00629% | 31     |  0.006% | 15     |  0.006% | 
 | 397  | Jigglypuff         |  0.00609% | 30     |  0.006% | 13     |  0.006% | 
 | 398  | Cryogonal          |  0.00609% | 30     |  0.006% | 15     |  0.006% | 
 | 399  | Koffing            |  0.00588% | 29     |  0.006% | 11     |  0.005% | 
 | 400  | Haunter            |  0.00588% | 29     |  0.006% | 10     |  0.004% | 
 | 401  | Quagsire           |  0.00568% | 28     |  0.006% | 10     |  0.004% | 
 | 402  | Mismagius          |  0.00568% | 28     |  0.006% | 12     |  0.005% | 
 | 403  | Grumpig            |  0.00568% | 28     |  0.006% | 8      |  0.003% | 
 | 404  | Pyroar             |  0.00548% | 27     |  0.005% | 11     |  0.005% | 
 | 405  | Furret             |  0.00548% | 27     |  0.005% | 7      |  0.003% | 
 | 406  | Sliggoo-Hisui      |  0.00548% | 27     |  0.005% | 7      |  0.003% | 
 | 407  | Gogoat             |  0.00548% | 27     |  0.005% | 12     |  0.005% | 
 | 408  | Bellossom          |  0.00548% | 27     |  0.005% | 10     |  0.004% | 
 | 409  | Squawkabilly       |  0.00527% | 26     |  0.005% | 11     |  0.005% | 
 | 410  | Electrode          |  0.00507% | 25     |  0.005% | 6      |  0.003% | 
 | 411  | Hitmonchan         |  0.00507% | 25     |  0.005% | 9      |  0.004% | 
 | 412  | Zangoose           |  0.00507% | 25     |  0.005% | 10     |  0.004% | 
 | 413  | Banette            |  0.00507% | 25     |  0.005% | 13     |  0.006% | 
 | 414  | Flapple            |  0.00507% | 25     |  0.005% | 7      |  0.003% | 
 | 415  | Zoroark            |  0.00487% | 24     |  0.005% | 6      |  0.003% | 
 | 416  | Glalie             |  0.00487% | 24     |  0.005% | 12     |  0.005% | 
 | 417  | Zorua-Hisui        |  0.00487% | 24     |  0.005% | 10     |  0.004% | 
 | 418  | Wugtrio            |  0.00487% | 24     |  0.005% | 5      |  0.002% | 
 | 419  | Vespiquen          |  0.00467% | 23     |  0.005% | 9      |  0.004% | 
 | 420  | Klawf              |  0.00467% | 23     |  0.005% | 9      |  0.004% | 
 | 421  | Muk                |  0.00446% | 22     |  0.004% | 10     |  0.004% | 
 | 422  | Magneton           |  0.00446% | 22     |  0.004% | 2      |  0.001% | 
 | 423  | Ursaring           |  0.00446% | 22     |  0.004% | 10     |  0.004% | 
 | 424  | Piloswine          |  0.00426% | 21     |  0.004% | 11     |  0.005% | 
 | 425  | Toucannon          |  0.00426% | 21     |  0.004% | 12     |  0.005% | 
 | 426  | Sandslash          |  0.00426% | 21     |  0.004% | 8      |  0.003% | 
 | 427  | Donphan            |  0.00406% | 20     |  0.004% | 5      |  0.002% | 
 | 428  | Basculin           |  0.00385% | 19     |  0.004% | 12     |  0.005% | 
 | 429  | Swanna             |  0.00385% | 19     |  0.004% | 5      |  0.002% | 
 | 430  | Sawsbuck           |  0.00345% | 17     |  0.003% | 12     |  0.005% | 
 | 431  | Toedscool          |  0.00345% | 17     |  0.003% | 7      |  0.003% | 
 | 432  | Piplup             |  0.00325% | 16     |  0.003% | 0      |  0.000% | 
 | 433  | Venomoth           |  0.00325% | 16     |  0.003% | 7      |  0.003% | 
 | 434  | Sunflora           |  0.00325% | 16     |  0.003% | 7      |  0.003% | 
 | 435  | Leavanny           |  0.00304% | 15     |  0.003% | 4      |  0.002% | 
 | 436  | Sentret            |  0.00304% | 15     |  0.003% | 8      |  0.003% | 
 | 437  | Drifloon           |  0.00264% | 13     |  0.003% | 4      |  0.002% | 
 | 438  | Snover             |  0.00264% | 13     |  0.003% | 9      |  0.004% | 
 | 439  | Buizel             |  0.00264% | 13     |  0.003% | 5      |  0.002% | 
 | 440  | Naclstack          |  0.00264% | 13     |  0.003% | 7      |  0.003% | 
 | 441  | Spinarak           |  0.00264% | 13     |  0.003% | 7      |  0.003% | 
 | 442  | Sneasel-Hisui      |  0.00243% | 12     |  0.002% | 3      |  0.001% | 
 | 443  | Rotom              |  0.00243% | 12     |  0.002% | 1      |  0.000% | 
 | 444  | Dewpider           |  0.00243% | 12     |  0.002% | 4      |  0.002% | 
 | 445  | Thwackey           |  0.00223% | 11     |  0.002% | 9      |  0.004% | 
 | 446  | Sudowoodo          |  0.00223% | 11     |  0.002% | 6      |  0.003% | 
 | 447  | Gulpin             |  0.00223% | 11     |  0.002% | 7      |  0.003% | 
 | 448  | Prinplup           |  0.00223% | 11     |  0.002% | 4      |  0.002% | 
 | 449  | Dunsparce          |  0.00223% | 11     |  0.002% | 8      |  0.003% | 
 | 450  | Wooper             |  0.00203% | 10     |  0.002% | 1      |  0.000% | 
 | 451  | Komala             |  0.00203% | 10     |  0.002% | 2      |  0.001% | 
 | 452  | Seedot             |  0.00203% | 10     |  0.002% | 6      |  0.003% | 
 | 453  | Glimmet            |  0.00203% | 10     |  0.002% | 2      |  0.001% | 
 | 454  | Fletchinder        |  0.00183% | 9      |  0.002% | 6      |  0.003% | 
 | 455  | Girafarig          |  0.00183% | 9      |  0.002% | 2      |  0.001% | 
 | 456  | Magcargo           |  0.00183% | 9      |  0.002% | 3      |  0.001% | 
 | 457  | Oricorio           |  0.00183% | 9      |  0.002% | 4      |  0.002% | 
 | 458  | Gligar             |  0.00183% | 9      |  0.002% | 4      |  0.002% | 
 | 459  | Dragonair          |  0.00183% | 9      |  0.002% | 2      |  0.001% | 
 | 460  | Oinkologne         |  0.00183% | 9      |  0.002% | 0      |  0.000% | 
 | 461  | Carkol             |  0.00162% | 8      |  0.002% | 0      |  0.000% | 
 | 462  | Whiscash           |  0.00162% | 8      |  0.002% | 2      |  0.001% | 
 | 463  | Cottonee           |  0.00162% | 8      |  0.002% | 3      |  0.001% | 
 | 464  | Minccino           |  0.00142% | 7      |  0.001% | 3      |  0.001% | 
 | 465  | Chimecho           |  0.00142% | 7      |  0.001% | 3      |  0.001% | 
 | 466  | Foongus            |  0.00142% | 7      |  0.001% | 3      |  0.001% | 
 | 467  | Gumshoos           |  0.00142% | 7      |  0.001% | 0      |  0.000% | 
 | 468  | Magikarp           |  0.00122% | 6      |  0.001% | 0      |  0.000% | 
 | 469  | Frogadier          |  0.00122% | 6      |  0.001% | 2      |  0.001% | 
 | 470  | Poltchageist       |  0.00122% | 6      |  0.001% | 1      |  0.000% | 
 | 471  | Trapinch           |  0.00122% | 6      |  0.001% | 0      |  0.000% | 
 | 472  | Bayleef            |  0.00122% | 6      |  0.001% | 0      |  0.000% | 
 | 473  | Gurdurr            |  0.00122% | 6      |  0.001% | 2      |  0.001% | 
 | 474  | Delibird           |  0.00122% | 6      |  0.001% | 4      |  0.002% | 
 | 475  | Wattrel            |  0.00101% | 5      |  0.001% | 1      |  0.000% | 
 | 476  | Luvdisc            |  0.00101% | 5      |  0.001% | 3      |  0.001% | 
 | 477  | Vulpix             |  0.00101% | 5      |  0.001% | 3      |  0.001% | 
 | 478  | Rotom-Fan          |  0.00101% | 5      |  0.001% | 3      |  0.001% | 
 | 479  | Seviper            |  0.00101% | 5      |  0.001% | 3      |  0.001% | 
 | 480  | Servine            |  0.00101% | 5      |  0.001% | 1      |  0.000% | 
 | 481  | Eevee              |  0.00081% | 4      |  0.001% | 1      |  0.000% | 
 | 482  | Numel              |  0.00081% | 4      |  0.001% | 2      |  0.001% | 
 | 483  | Hattrem            |  0.00081% | 4      |  0.001% | 0      |  0.000% | 
 | 484  | Tandemaus          |  0.00081% | 4      |  0.001% | 1      |  0.000% | 
 | 485  | Seel               |  0.00081% | 4      |  0.001% | 1      |  0.000% | 
 | 486  | Kricketune         |  0.00081% | 4      |  0.001% | 2      |  0.001% | 
 | 487  | Shieldon           |  0.00081% | 4      |  0.001% | 3      |  0.001% | 
 | 488  | Bronzor            |  0.00061% | 3      |  0.001% | 1      |  0.000% | 
 | 489  | Zweilous           |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 490  | Metang             |  0.00061% | 3      |  0.001% | 2      |  0.001% | 
 | 491  | Salandit           |  0.00061% | 3      |  0.001% | 2      |  0.001% | 
 | 492  | Venonat            |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 493  | Dolliv             |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 494  | Poliwhirl          |  0.00061% | 3      |  0.001% | 3      |  0.001% | 
 | 495  | Cetoddle           |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 496  | Morgrem            |  0.00061% | 3      |  0.001% | 3      |  0.001% | 
 | 497  | Shelgon            |  0.00061% | 3      |  0.001% | 1      |  0.000% | 
 | 498  | Hoothoot           |  0.00061% | 3      |  0.001% | 1      |  0.000% | 
 | 499  | Swadloon           |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 500  | Rockruff           |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 501  | Tauros-Paldea-Combat |  0.00061% | 3      |  0.001% | 1      |  0.000% | 
 | 502  | Poliwag            |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 503  | Combusken          |  0.00061% | 3      |  0.001% | 2      |  0.001% | 
 | 504  | Wiglett            |  0.00061% | 3      |  0.001% | 0      |  0.000% | 
 | 505  | Duosion            |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 506  | Wooper-Paldea      |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 507  | Treecko            |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 508  | Oinkologne-F       |  0.00041% | 2      |  0.000% | 2      |  0.001% | 
 | 509  | Cubchoo            |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 510  | Oricorio-Pa'u      |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 511  | Pichu              |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 512  | Grookey            |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 513  | Sprigatito         |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 514  | Finizen            |  0.00041% | 2      |  0.000% | 2      |  0.001% | 
 | 515  | Slowpoke-Galar     |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 516  | Chimchar           |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 517  | Charmander         |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 518  | Gabite             |  0.00041% | 2      |  0.000% | 1      |  0.000% | 
 | 519  | Quilladin          |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 520  | Noctowl            |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 521  | Meditite           |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 522  | Seadra             |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 523  | Cacnea             |  0.00041% | 2      |  0.000% | 0      |  0.000% | 
 | 524  | Deino              |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 525  | Squirtle           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 526  | Totodile           |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 527  | Kirlia             |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 528  | Cutiefly           |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 529  | Larvesta           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 530  | Fraxure            |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 531  | Grotle             |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 532  | Marill             |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 533  | Vigoroth           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 534  | Sobble             |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 535  | Larvitar           |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 536  | Spewpa             |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 537  | Magnemite          |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 538  | Ducklett           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 539  | Pineco             |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 540  | Shellos            |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 541  | Hippopotas         |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 542  | Chingling          |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 543  | Inkay              |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 544  | Croagunk           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 545  | Kubfu              |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 546  | Swablu             |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 547  | Gible              |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 548  | Voltorb            |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 549  | Snom               |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 550  | Gastly             |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 551  | Voltorb-Hisui      |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 552  | Bagon              |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 553  | Quilava            |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 554  | Charmeleon         |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 555  | Growlithe-Hisui    |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 556  | Croconaw           |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 557  | Krokorok           |  0.00020% | 1      |  0.000% | 0      |  0.000% | 
 | 558  | Rowlet             |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 559  | Fletchling         |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 560  | Crocalor           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
 | 561  | Samurott           |  0.00020% | 1      |  0.000% | 1      |  0.000% | 
